Branch,Source Path,SHA-256,Disposition,Target Path,Held Reason / Evidence
GQMS domains 00-18,04_PV/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0009_v0.2_DRAFT_2026-08-05.docx,4839e62125248c6fa930230854afad2bdfdf335a3a5d6ea5908b997d778cb377,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0009_v0.2_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/WIN/Draft/GMG-PV-WIN-0003_v0.1_DRAFT_2026-08-08.docx,48a9532df9c1f980c6ec26fddaa7d30689d9dffb7c1b8f60476a4b33715d2cf3,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/GMG-PV-WIN-0003_v0.1_DRAFT_2026-08-08.docx,
GQMS domains 00-18,06_NUT/CHK/Draft/GMG-NUT-CHK-0001_v0.1_DRAFT_2026-08-01.docx,48d8363cd074676738995ef75f1521a85e7ec2ef5e148d9856c45a47fbd1b362,PROMOTED,06_NUT/01_Controlled_Documents/CHK/Draft/GMG-NUT-CHK-0001_v0.1_DRAFT_2026-08-01.docx,
GQMS domains 00-18,01_QMS/TPL/Draft/GMG-QMS-TPL-0002_v1.0_DRAFT_2026-07-11.docx,48ec5940248c0dc67bd9e37d58e4185269aee09619d82814ea0e2df61d5e7aec,PROMOTED,01_QMS/01_Controlled_Documents/TPL/Draft/GMG-QMS-TPL-0002_v1.0_DRAFT_2026-07-11.docx,
GQMS domains 00-18,04_PV/CHK/Draft/GMG-PV-CHK-0001_v0.8_DRAFT_2026-07-14.xlsx,48fba28c6f0ea3e3ad7246dc457d0c141a03c097c7e022797d11716d956c0ffb,PROMOTED,04_PV/01_Controlled_Documents/CHK/Draft/GMG-PV-CHK-0001_v0.8_DRAFT_2026-07-14.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0008_v0.4_DRAFT_2026-08-05.docx,49e186318a53794818ed481658b145ffe7f36a7208c7f4f8bbed7fc464db3ec2,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0008_v0.4_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0001_v0.9_DRAFT_2026-08-03.docx,49ec0cb47cc62cd51e0f401ffe8a1beafe49a74e6c39a573bd246c63dc9d8e11,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0001_v0.9_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/SOP/Draft/GMG-PV-SOP-0016_v0.6_DRAFT_2026-08-07.docx,4a06ea7a5d663ea86357f885f5dafec5ff3efdf1cd98c656f9c330fd692f49f4,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/GMG-PV-SOP-0016_v0.6_DRAFT_2026-08-07.docx,
GQMS domains 00-18,01_QMS/FRM/Superseded_Retired/GMG-QMS-FRM-0003-BATCH-01_v0.2_DRAFT_2026-08-08_SUPERSEDED.xlsx,4acbf12f78ee0ffe0aeaf804f6562b010dcf24ca9396237cbaf0e73d4597525b,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Superseded/GMG-QMS-FRM-0003-BATCH-01_v0.2_DRAFT_2026-08-08_SUPERSEDED.xlsx,
GQMS domains 00-18,01_QMS/STD/Draft/GMG-QMS-STD-0001_v0.16_DRAFT_2026-08-07.docx,4b0c52dc1bea3854a514f41de3b9724ed2e1493fc78370c785bef79d3d914160,PROMOTED,01_QMS/01_Controlled_Documents/STD/Draft/GMG-QMS-STD-0001_v0.16_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0010_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,4b724c0e6f0eb43caece35e69a3d4e218dbcc62035249d1c9860a5f9e640aa40,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0010_v0.1_DRAFT_2026-07-16_SUPERSEDED.docx,
GQMS domains 00-18,01_QMS/PLN/Draft/GMG-QMS-PLN-0001_v0.8_DRAFT_2026-07-21.xlsx,4c3968d9cb52d0d0cb437322b7c7107f9be4b8aa3d28a2329b5b028cb8a6db39,PROMOTED,01_QMS/01_Controlled_Documents/PLN/Draft/GMG-QMS-PLN-0001_v0.8_DRAFT_2026-07-21.xlsx,
GQMS domains 00-18,04_PV/AGR/Draft/GMG-PV-Setonda-ELM-Anexo-III-and-7.3-Amendment_v0.3_DRAFT_2026-08-03.docx,4c621634d4052fcfe26983e74b57569b93cdde2a284ad85b7f001056e9498a6c,PROMOTED,04_PV/01_Controlled_Documents/AGR/Draft/GMG-PV-Setonda-ELM-Anexo-III-and-7.3-Amendment_v0.3_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0015_v0.7_DRAFT_2026-08-07.docx,4ca9b3a2c9e018bdc8c5ac2ef3cca08ed0a5fe056f5ff06f666a7d7a69b1115c,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0015_v0.7_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/PLN/Superseded_Retired/GMG-PV-PLN-0007-A_PV-Development-Action-Tracker_v0.2_DRAFT_2026-07-25.xlsx,4d1c3c723654ca990c7e6c9a23fe76394322ec4c52c0e0b318d8919a1c7db501,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-PLN-0007 exists at higher version v0.8
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0026_v0.1_DRAFT_2026-07-18.xlsx,4d6ad16a0fcdf3d981448be8e4b1fa431b431d08414dc5be1995f1929db20532,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0026_v0.1_DRAFT_2026-07-18.xlsx,
GQMS domains 00-18,04_PV/TPL/Draft/Superseded_Retired/GMG-PV-TPL-0002_v1.2_DRAFT_2026-07-14.docx,4d88f4d637268a0d1e0f08c3c07aab2cd39b25c3cd07649da77b079e3a3ee9f6,PROMOTED,04_PV/01_Controlled_Documents/TPL/Draft/Superseded_Retired/GMG-PV-TPL-0002_v1.2_DRAFT_2026-07-14.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0001_v0.6_DRAFT_2026-07-21.docx,4dc50eb2de26efd64a3e4ecf50ff0fde4b72fd118ba43c3c7fccf28677158fd9,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-SOP-0001 exists at higher version v0.13
GQMS domains 00-18,08_CSV/Di10-PV_Validation_2024-12/Installation Qualification (IQ).pdf,4e4374f2bfeb99e8bc8a4e74d5bd0e41f422e5bdae80972efa349e592b1859b6,HELD,,NO TARGET TYPE FOLDER — Di10-PV_Validation_2024-12 absent from v0.31 08_CSV type set
GQMS domains 00-18,04_PV/MAN/Annex/Superseded_Retired/GMG-PV-MAN-0002-A_v0.2_DRAFT_2026-08-01.docx,4e63da5341c9af54ff64ed76c77ce4ea43ff0eedc6e71e74a51b449eb3edb72c,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/MAN/Annex/Superseded_Retired/GMG-PV-MAN-0001-H_v0.5_DRAFT_2026-08-05.xlsx,4e72b8d6e0883f6304a508fc3a177b05a43de86c0b94b2e3bcec2add321629c0,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/LOG/Draft/GMG-PV-LOG-0009_v0.2_DRAFT_2026-07-14.docx,4e9cb239777699bd04f0167509bc98ce15f16eb84ec323ca77d1aab09de6f4cd,PROMOTED,04_PV/01_Controlled_Documents/LOG/Draft/GMG-PV-LOG-0009_v0.2_DRAFT_2026-07-14.docx,
GQMS domains 00-18,04_PV/SOP/Draft/GMG-PV-SOP-0023_v0.6_DRAFT_2026-08-07.docx,4eb3eaf167821495c728d10091357c9cf2f077472478544b6766aa3d517c0fd6,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/GMG-PV-SOP-0023_v0.6_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/AGR/Effective/Executed_SDEAs/GMG-PV-SDEA-KZ-Delegation-GlobalPV_executed.pdf,4edfff0cfad6064f90de54b5416943c3209f93bff1e02725edf2420e0461edc0,PROMOTED,04_PV/01_Controlled_Documents/AGR/Effective/Executed_SDEAs/GMG-PV-SDEA-KZ-Delegation-GlobalPV_executed.pdf,
GQMS domains 00-18,00_Governance/MAN/Superseded_Retired/GMG-QMS-MAN-0001_v1.10_DRAFT_2026-07-16.docx,4effc4f0183e212f6b98f93f8cabb385bb4984e27c0f66f316445fb8859de4e2,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 00_Governance type set
GQMS domains 00-18,01_QMS/SOP/Draft/GMG-QMS-SOP-0015_v0.5_DRAFT_2026-08-07.docx,4fc63c2d1c83c119279b4b28ce1947f57712197637ebc351a655e5509c911aca,PROMOTED,01_QMS/01_Controlled_Documents/SOP/Draft/GMG-QMS-SOP-0015_v0.5_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.4_DRAFT_2026-08-05.docx,4fdad755882b648151de60ab46c2ea36b4dc4ba2bf52fec8e300f3953db5f8d4,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.4_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0006_v0.3_DRAFT_2026-07-16.docx,5019874e877bb651d8b07b8763d292c140bfc8551e96825c5a29ae270b18deb4,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-SOP-0006 exists at higher version v0.10
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0001_v0.12_DRAFT_2026-07-21.docx,506db789e4141c192a23045119e615c764f5c28375c4902cf640731d84348b1f,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,01_QMS/FRM/Superseded_Retired/GMG-QMS-FRM-0020_v1.0_DRAFT_2026-07-11.docx,50c3149d86a863e1703bf80c2e00dec3a782122464b356468bc332270f4a39c4,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-QMS-FRM-0020 exists at higher version v1.1
GQMS domains 00-18,01_QMS/SOP/Superseded_Retired/GMG-QMS-SOP-0003_v0.6_DRAFT_2026-07-13.docx,50e7e50ea892354cf3db860a8e031873846ca1c3ed8fce6fe7d88227e1254120,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-QMS-SOP-0003 exists at higher version v0.14
GQMS domains 00-18,04_PV/MAN/Annex/Superseded_Retired/GMG-PV-MAN-0002-H_v0.7_DRAFT_2026-07-27.xlsx,517df31467a66bbdb23713efa967df3bf1066f2df705faf6b872751536489b9e,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0003_v0.4_DRAFT_2026-07-25.docx,518762bd22ec21084a4b180f7bd0267b5355186e9d76ddb845a8f4d7d3818314,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-SOP-0003 exists at higher version v0.11
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-LST-0001_v0.2_DRAFT_2026-07-21.xlsx,51b3cd5f928116af366cc8f257ad207255194aaa7b7d31c4e175a469c219b534,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-LST-0001 exists at higher version v0.10
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.5_DRAFT_2026-08-07.docx,51b40d644970a3c34585168634cb7f5286df51ce9441e731252b88362f89bd42,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.5_DRAFT_2026-08-07.docx,
GQMS domains 00-18,06_NUT/PLN/Draft/GMG-NUT-PLN-0001_v0.2_DRAFT_2026-08-01.docx,51cedc4fb148139edba7f650ceaa84f8fb0b11895a7716402c718fd40f640d71,PROMOTED,06_NUT/01_Controlled_Documents/PLN/Draft/GMG-NUT-PLN-0001_v0.2_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0005_v0.2_SUPERSEDED_2026-07-16.docx,5204e6fbd589d03d46a685bcebc965cfd2afc7bff4fd3de318e5d54211ad8792,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0005_v0.2_SUPERSEDED_2026-07-16.docx,
GQMS domains 00-18,01_QMS/SOP/Draft/GMG-QMS-SOP-0004_v0.4_DRAFT_2026-07-11.docx,524749b034564b628e8b6ff901036f14c50d595bdc7fbf564f73abfe9e7d6e3f,PROMOTED,01_QMS/01_Controlled_Documents/SOP/Draft/GMG-QMS-SOP-0004_v0.4_DRAFT_2026-07-11.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.6_DRAFT_2026-08-07.docx,525d56998a84015584bdfbfd36779ce19cbeab8136401891606047e9dfd7fb4a,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.6_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0005_v0.4_DRAFT_2026-07-25.docx,52f0619e62f04696d1ac8100ce11bc7614ea7f701b433bab74f1d08d3af39f21,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0005_v0.4_DRAFT_2026-07-25.docx,
GQMS domains 00-18,08_CSV/Di10-PV_Validation_2024-12/_MANIFEST.md,539ac01ecad0b153b7ef37bfd8cabb21bd123259d06e7d4eca928460c9272b72,HELD,,NO TARGET TYPE FOLDER — Di10-PV_Validation_2024-12 absent from v0.31 08_CSV type set
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0016_v0.3_DRAFT_2026-08-05.docx,53a55530a11a40bb708dae8cd108352a64ed0893d27af131a54638b53b4166a6,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0016_v0.3_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-Consolidated-Deviation-Register_v0.4_DRAFT_2026-08-03.xlsx,53f9f2b149691bce4f002e00148d3e196cf8ad065f29ae4a00b901375a9136d6,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: NOT A CONTROLLED DOCUMENT — No document code — likely a quality record
GQMS domains 00-18,04_PV/PLN/Draft/GMG-PV-PLN-0003_v0.3_DRAFT_2026-08-01.docx,5406ea01f98ebec7774b9a4e058ed26ad3bfdf9972bf8d70a8d4092d1ea62e5a,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/GMG-PV-PLN-0003_v0.3_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0004_v0.2_DRAFT_2026-07-14_SUPERSEDED.docx,540b8132af7c10d0156c974e449144a21663641804cc950e5e59f8329bcd9769,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0004_v0.2_DRAFT_2026-07-14_SUPERSEDED.docx,
GQMS domains 00-18,01_QMS/FRM/Draft/GMG-QMS-FRM-0031_v0.2_DRAFT_2026-08-08.xlsx,548bcd1394f67f980fab92b273149b5a145e3b0cb202d6a24d8b8b881aee5d84,PROMOTED,01_QMS/01_Controlled_Documents/FRM/Draft/GMG-QMS-FRM-0031_v0.2_DRAFT_2026-08-08.xlsx,
GQMS domains 00-18,04_PV/LST/Superseded_Retired/GMG-PV-LST-0003_v0.1_DRAFT_2026-07-16.xlsx,54e3cf27a3fdb96ac02403d29a7152a6a3058c15bb6654272a5d712f2aca6e90,HELD,,NO TARGET TYPE FOLDER — LST absent from v0.31 04_PV type set
GQMS domains 00-18,06_NUT/SOP/Draft/GMG-NUT-SOP-0007_v0.5_DRAFT_2026-08-01.docx,54ebed3f70b034ca929c937805d971d7fc99db9380df92ad9abd60564eff5c4e,PROMOTED,06_NUT/01_Controlled_Documents/SOP/Draft/GMG-NUT-SOP-0007_v0.5_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0006_v0.1_DRAFT_2026-07-16.docx,5575ed8ce1383db93d37d2b3933badd89df75c782d0cda52f8b38f53bf961da9,PROMOTED,04_PV/01_Controlled_Documents/WIN/Draft/Superseded_Retired/GMG-PV-WIN-0006_v0.1_DRAFT_2026-07-16.docx,
GQMS domains 00-18,04_PV/MAN/Draft/Superseded_Retired/GMG-PV-MAN-0001_v0.20_DRAFT_2026-08-03.docx,564f6f3bac93f7a1cc7c8cd7bf005b15e01880d8fcecbcfc1a9c662ab991966f,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/MAN/Draft/Superseded_Retired/GMG-PV-MAN-0001_v0.20_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/SOP/Superseded_Retired/GMG-PV-SOP-0001_v0.2_SUPERSEDED_2026-07-16.docx,5775f44261b54cb45f5cdd53bbc10c024c6eeb00e264ca532f5a1dbbb2d39926,PROMOTED,04_PV/01_Controlled_Documents/SOP/Superseded/GMG-PV-SOP-0001_v0.2_SUPERSEDED_2026-07-16.docx,
GQMS domains 00-18,01_QMS/MTX/Draft/GMG-QMS-MTX-0004_v1.4_DRAFT_2026-07-21.xlsx,57a6581b7307d00d3325f8037344e56052a67b6347a55c7cb5b435540fa768ac,PROMOTED,01_QMS/01_Controlled_Documents/MTX/Draft/GMG-QMS-MTX-0004_v1.4_DRAFT_2026-07-21.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0005_v0.8_DRAFT_2026-08-07.docx,57e7a5ccb5b2124b61e3014c33331718b8184de9f3c26e645e83d520fa70ebf9,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0005_v0.8_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0001_v0.6_DRAFT_2026-07-18.docx,5880ce51723a222ea13350ab371f9c149c4e299f58097b58cf72331609902843,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/LOG/Draft/GMG-PV-LOG-0008_v0.1_DRAFT_2026-07-16.xlsx,58c4a464543700e5cebced3e89585ccdb363fe9e5aaac02ff554ad0e03befc7b,PROMOTED,04_PV/01_Controlled_Documents/LOG/Draft/GMG-PV-LOG-0008_v0.1_DRAFT_2026-07-16.xlsx,
GQMS domains 00-18,04_PV/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0010_PV-Accountability-Mandate-and-Appointment_v0.2_DRAFT_2026-08-03.docx,58e3230901fe7e265b9c29a022b23d0e6a41170d0e26a1b126f61aba641b3f8a,PROMOTED,04_PV/01_Controlled_Documents/FRM/Draft/Superseded_Retired/GMG-PV-FRM-0010_PV-Accountability-Mandate-and-Appointment_v0.2_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.5_DRAFT_2026-08-07.docx,59d0692301e5fe892c63aaea94487ddfbe7a1fbc06ec3c81d2a7a6958c580d5e,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0021_v0.5_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.4_DRAFT_2026-08-05.docx,59d152cd678186a147b193bd71bfc7c27ff58ecc49360ebb4d9025557275ed7a,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.4_DRAFT_2026-08-05.docx,
GQMS domains 00-18,04_PV/LST/Draft/Superseded_Retired/GMG-PV-LST-0002_v0.2_DRAFT_2026-07-25.xlsx,5a2048ab2954ff7fb5a991bb39c242bfe1d6bd75dbe88300a8e5ed3771b20267,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/LST/Draft/Superseded_Retired/GMG-PV-LST-0002_v0.2_DRAFT_2026-07-25.xlsx,
GQMS domains 00-18,06_NUT/CHK/Draft/GMG-NUT-CHK-0002_v0.1_DRAFT_2026-08-01.docx,5a23cf67e06b97870147e7b2289533b9a3b15b12b63bc8db493bc4b24dec417e,PROMOTED,06_NUT/01_Controlled_Documents/CHK/Draft/GMG-NUT-CHK-0002_v0.1_DRAFT_2026-08-01.docx,
GQMS domains 00-18,04_PV/SOP/Draft/GMG-PV-SOP-0011_v0.8_DRAFT_2026-08-07.docx,5a6d64aa77a083275342a7249588c7f38e0d4229a816ca5f01173514ebad9ccf,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/GMG-PV-SOP-0011_v0.8_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0002_v0.19_DRAFT_2026-08-03.pdf,5aa2776ece8c1493ce412254e59aa4c77b6f39162b7887f450586928652a0e04,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/PLN/Draft/GMG-PV-Interim-Intake-Control-A53_v0.2_DRAFT_2026-08-03.docx,5b4f81943cf1b2e8bc32c65793b6402e1e1b6fd27335229b63aff05247b033e5,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/GMG-PV-Interim-Intake-Control-A53_v0.2_DRAFT_2026-08-03.docx,
GQMS domains 00-18,04_PV/LST/Superseded_Retired/GMG-PV-LST-0003_v0.5_DRAFT_2026-08-01.xlsx,5b74b340279ec0b445d546bba297acb2813da25b9aaecd717c7106823e8e13bb,HELD,,NO TARGET TYPE FOLDER — LST absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/SOP/Draft/GMG-PV-SOP-0013_v0.11_DRAFT_2026-08-07.docx,5ba21b33a5bf5b0be5b5b3a7c8157f01408c437e6f9c53064053e11d3c158f99,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/GMG-PV-SOP-0013_v0.11_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/LST/Superseded_Retired/GMG-PV-LST-0003_v0.3_DRAFT_2026-07-25.xlsx,5ba22f313fa7f3982dbf6995e071b0c0de586063b1a9b0620d49b34d43bc3abc,HELD,,NO TARGET TYPE FOLDER — LST absent from v0.31 04_PV type set
GQMS domains 00-18,04_PV/CHK/Superseded_Retired/GMG-PVG-CHK-0001_v0.3_SUPERSEDED_2026-07-14.xlsx,5bb83fb014377be7a75144db875eea56d8039a9072be4b987f3a881f23bce3ad,PROMOTED,04_PV/01_Controlled_Documents/CHK/Superseded/GMG-PVG-CHK-0001_v0.3_SUPERSEDED_2026-07-14.xlsx,
GQMS domains 00-18,04_PV/FRM/Superseded_Retired/GMG-PV-FRM-0010-SET_Mandate-Setonda_v0.1_DRAFT_2026-08-03.docx,5bd39bed21641d2434438a2ffa2b1bc6f78b070607c72082b03deec44030e574,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-FRM-0010 exists at higher version v0.4
GQMS domains 00-18,05_RAF/LOG/Superseded_Retired/GMG-RAF-LOG-0001_v0.1_DRAFT_2026-07-16.xlsx,5c7991fcc41aee0397e3947d72c4a1c8a8abc21a0eb4ff90d3af71019c3dd9dc,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-RAF-LOG-0001 exists at higher version v0.2
GQMS domains 00-18,04_PV/MTX/Draft/GMG-PV-MTX-0002_v0.8_DRAFT_2026-08-08.xlsx,5d8acd3ec20e8e3d466e4c2e716546dcba9b3205c71502d8f7b10d7a5af10018,PROMOTED,04_PV/01_Controlled_Documents/MTX/Draft/GMG-PV-MTX-0002_v0.8_DRAFT_2026-08-08.xlsx,
GQMS domains 00-18,04_PV/LST/Draft/GMG-PV-LST-0002_v0.4_DRAFT_2026-08-08.xlsx,5e2b886aa8279760ed83d5cf5aa00948f7c1d92883aa93f266ac25b81122ebab,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/04_PV/01_Controlled_Documents/LST/Draft/GMG-PV-LST-0002_v0.4_DRAFT_2026-08-08.xlsx,
GQMS domains 00-18,04_PV/LOG/Superseded_Retired/GMG-PV-LOG-0004_v0.2_DRAFT_2026-07-25.xlsx,5e5b06d41676eff7d377ec52de279724f7da913fb498baf3f25aefae137ebfec,HELD,,LIFECYCLE UNDETERMINED — in Superseded_Retired with no status token | likely: Superseded — GMG-PV-LOG-0004 exists at higher version v0.4
GQMS domains 00-18,00_Governance/MAN/Superseded_Retired/GMG-QMS-MAN-0001_v1.12_SUPERSEDED_2026-08-03.docx,5e9b8e7110bedaeb392e23984333482a34bd7d5f12c15fc786c709d69128ae9e,PROMOTED (v0.32 type addition),02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Superseded/GMG-QMS-MAN-0001_v1.12_SUPERSEDED_2026-08-03.docx,
GQMS domains 00-18,04_PV/MAN/Superseded_Retired/GMG-PV-MAN-0001_v0.16_DRAFT_2026-08-01.docx,5ec656aac0efbce7ca4abb7cb1727013d43718c502d8f178a73e1c8d371cf154,HELD,,NO TARGET TYPE FOLDER — MAN absent from v0.31 04_PV type set
GQMS domains 00-18,03_GDP/PLN/Draft/GMG-GDP-PLN-0001_v0.1_DRAFT_2026-07-19.docx,5f06ce7e41335c67e26db7c17456db84fc150ffb4d12db1d5e9db53f7a048c8d,PROMOTED,03_GDP/01_Controlled_Documents/PLN/Draft/GMG-GDP-PLN-0001_v0.1_DRAFT_2026-07-19.docx,
GQMS domains 00-18,04_PV/CHK/Superseded_Retired/GMG-PVG-CHK-0001_v0.1_SUPERSEDED_2026-07-14.xlsx,60186ac621a8f424e6c6310ddd2bbb26ded6feae6d1430d079a2805df46f31e1,PROMOTED,04_PV/01_Controlled_Documents/CHK/Superseded/GMG-PVG-CHK-0001_v0.1_SUPERSEDED_2026-07-14.xlsx,
GQMS domains 00-18,04_PV/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.7_DRAFT_2026-08-07.docx,60328cfe662976eeb7a1fab9f29ec0df36342d848b0bcbaf795ffc1956fa3bd6,PROMOTED,04_PV/01_Controlled_Documents/SOP/Draft/Superseded_Retired/GMG-PV-SOP-0011_v0.7_DRAFT_2026-08-07.docx,
GQMS domains 00-18,04_PV/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0004_v0.7_DRAFT_2026-08-01.docx,61764f853250192a28d929aa7551d4fc0306b01abecf08a76570f01044c63013,PROMOTED,04_PV/01_Controlled_Documents/PLN/Draft/Superseded_Retired/GMG-PV-PLN-0004_v0.7_DRAFT_2026-08-01.docx,
