Explicit Path,Level,Permission Profile,Entity,Technical Group,Scope Action,Atomic Profile,Owner Role
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/AGR/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/AGR/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/AGR/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/CHK/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/FRM/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/LOG/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/MTX/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/PLN/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/RSK/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/SOP/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/TPL/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/01_Controlled_Documents/WIN/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/15_ATMP/02_Quality_Records,4,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE,3,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,BREAK INHERITANCE — apply explicitly,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents,4,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/AGR/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/CHK/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/FRM/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/LOG/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/MTX,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/MTX/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/MTX/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/MTX/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/16_STE/01_Controlled_Documents/MTX/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
